"Genmodel_ID","Image_name","Automaker","Firm","Region","old_firm","old_automaker","version","Color","clustering_ids","ht","wb","Price","hpwt","mpd","mpg","space","wt","hp","len","wid","eswt","Gas_emission","in_uk_blp","xi_fe"
"18_12","Citroen$$C4$$2013$$Silver$$18_12$$467$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2014$$Red$$18_12$$37$$image_16.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2017$$White$$18_12$$85$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,5,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2013$$Grey$$18_12$$98$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2013$$Red$$18_12$$689$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2013$$Silver$$18_12$$501$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2013$$Red$$18_12$$833$$image_12.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2015$$Red$$18_12$$581$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2015$$Silver$$18_12$$551$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2017$$White$$18_12$$402$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,5,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2015$$Grey$$18_12$$423$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2012$$Red$$18_12$$11$$image_6.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_12","Citroen$$C4$$2015$$Silver$$18_12$$629$$image_14.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,49,58.44,102.7,13.5090802,0.343078811,0.938714592,4.78,1.192328726,277.6939352,94.9,4311.3,1784.2,0.485434664,1.383,TRUE,-5.48
"18_15","Citroen$$C5$$2009$$Silver$$18_15$$216$$image_3.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,50,57.3,110.8,18.42411813,0.349504162,0.974213282,5.1875,1.398345681,332.236234,116.125,4779,1887.75,0.483739586,1.40375,TRUE,-7.704
"18_15","Citroen$$C5$$2012$$Grey$$18_15$$171$$image_7.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,50,57.3,110.8,18.42411813,0.349504162,0.974213282,5.1875,1.398345681,332.236234,116.125,4779,1887.75,0.483739586,1.40375,TRUE,-7.704
"18_15","Citroen$$C5$$2011$$Grey$$18_15$$20$$image_3.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,50,57.3,110.8,18.42411813,0.349504162,0.974213282,5.1875,1.398345681,332.236234,116.125,4779,1887.75,0.483739586,1.40375,TRUE,-7.704
"18_18","Citroen$$Dispatch$$2015$$Silver$$18_18$$13$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,52,76.4,122.9,21.37863813,0.214694437,0.756340524,4,1.634041383,421.523344,90.5,4805,2194,0.42189507,1.8,TRUE,-7.919
"18_2","Citroen$$Berlingo$$2015$$Grey$$18_2$$13$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,53,71.1,107.4,26.80384482,0.491341744,0.863777909,4.541855191,1.365818669,325.947429,165.078538,4447.567114,1974.094229,0.597871762,1.56806348,FALSE,-6.977
"18_2","Citroen$$Berlingo$$2015$$White$$18_2$$99$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,5,53,71.1,107.4,26.80384482,0.491341744,0.863777909,4.541855191,1.365818669,325.947429,165.078538,4447.567114,1974.094229,0.597871762,1.56806348,FALSE,-6.977
"18_2","Citroen$$Berlingo$$2009$$Blue$$18_2$$233$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,3,53,71.1,107.4,26.80384482,0.491341744,0.863777909,4.541855191,1.365818669,325.947429,165.078538,4447.567114,1974.094229,0.597871762,1.56806348,FALSE,-6.977
"18_2","Citroen$$Berlingo$$2015$$Black$$18_2$$39$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,53,71.1,107.4,26.80384482,0.491341744,0.863777909,4.541855191,1.365818669,325.947429,165.078538,4447.567114,1974.094229,0.597871762,1.56806348,FALSE,-6.977
"18_27","Citroen$$SpaceTourer$$2016$$Silver$$18_27$$16$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,55,76.4,122.9,30.16695,0.276436046,0.902588988,5.1,1.573506566,336.425012,93,4606,2204,0.463699173,1.44,TRUE,-7.785
"18_27","Citroen$$SpaceTourer$$2017$$Silver$$18_27$$4$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,55,76.4,122.9,30.16695,0.276436046,0.902588988,5.1,1.573506566,336.425012,93,4606,2204,0.463699173,1.44,TRUE,-7.785
"18_4","Citroen$$C-Crosser$$2009$$Black$$18_4$$16$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,56,67.5,105.1,19.05896,0.428537301,0.786671044,3.4,1.299558878,385.8085,165.3333333,4645,1805,0.596064282,2.083333333,TRUE,-7.295
"18_4","Citroen$$C-Crosser$$2008$$Silver$$18_4$$11$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,56,67.5,105.1,19.05896,0.428537301,0.786671044,3.4,1.299558878,385.8085,165.3333333,4645,1805,0.596064282,2.083333333,TRUE,-7.295
"18_6","Citroen$$C1$$2008$$Black$$18_6$$19$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,57,57.62,92.1,7.9703593,0.367223124,1.267053602,6.447,0.911521103,183.9314466,67.4,3445.8,1706.2,0.543598393,1.004,TRUE,-7.901
"18_7","Citroen$$C2$$2007$$Red$$18_7$$142$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,58,58.8,91.1,7.372786667,0.296879479,1.133184464,4.8,0.942696474,205.470584,61,3666,1659,0.547036942,1.38,TRUE,-9.226
"18_7","Citroen$$C2$$2003$$Red$$18_7$$22$$image_11.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,58,58.8,91.1,7.372786667,0.296879479,1.133184464,4.8,0.942696474,205.470584,61,3666,1659,0.547036942,1.38,TRUE,-9.226
"18_7","Citroen$$C2$$2008$$Silver$$18_7$$109$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,58,58.8,91.1,7.372786667,0.296879479,1.133184464,4.8,0.942696474,205.470584,61,3666,1659,0.547036942,1.38,TRUE,-9.226
"18_7","Citroen$$C2$$2007$$Black$$18_7$$158$$image_3.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,58,58.8,91.1,7.372786667,0.296879479,1.133184464,4.8,0.942696474,205.470584,61,3666,1659,0.547036942,1.38,TRUE,-9.226
"18_8","Citroen$$C3$$2017$$Orange$$18_8$$802$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,7,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2015$$Silver$$18_8$$63$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Black$$18_8$$101$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2013$$Grey$$18_8$$258$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Silver$$18_8$$732$$image_6.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Grey$$18_8$$515$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2014$$Blue$$18_8$$239$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,3,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Blue$$18_8$$754$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,3,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2013$$Grey$$18_8$$95$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2011$$Blue$$18_8$$51$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,3,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Orange$$18_8$$327$$image_6.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,7,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2010$$White$$18_8$$933$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,5,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2015$$Silver$$18_8$$941$$image_9.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2010$$Grey$$18_8$$770$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2011$$White$$18_8$$744$$image_3.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,5,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Multicolour$$18_8$$502$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,7,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2011$$Grey$$18_8$$71$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Red$$18_8$$191$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,6,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2011$$Grey$$18_8$$272$$image_2.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Grey$$18_8$$687$$image_5.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,4,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2017$$Unlisted$$18_8$$422$$image_1.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,7,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2016$$Black$$18_8$$500$$image_11.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,1,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2012$$Silver$$18_8$$560$$image_0.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,2,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"18_8","Citroen$$C3$$2016$$Blue$$18_8$$216$$image_4.jpg",3,13,1,"PSA Peugeot Citroen","Citroen",TRUE,3,59,58.75,97.58,10.1014043,0.300910163,1.080760326,5.5,1.076155295,220.3076766,65.6,3877.7,1787.9,0.493402858,1.214,TRUE,-6.568
"2_4","Abarth$$595$$2019$$Grey$$2_4$$292$$image_2.jpg",18,4,3,"FIAT","Abarth",TRUE,4,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",18,4,3,"FIAT","Abarth",TRUE,5,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",18,4,3,"FIAT","Abarth",TRUE,5,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2016$$Red$$2_4$$79$$image_12.jpg",18,4,3,"FIAT","Abarth",TRUE,6,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2016$$White$$2_4$$263$$image_0.jpg",18,4,3,"FIAT","Abarth",TRUE,5,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",18,4,3,"FIAT","Abarth",TRUE,5,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2017$$Red$$2_4$$98$$image_4.jpg",18,4,3,"FIAT","Abarth",TRUE,6,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2017$$Yellow$$2_4$$201$$image_3.jpg",18,4,3,"FIAT","Abarth",TRUE,7,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2019$$Green$$2_4$$351$$image_4.jpg",18,4,3,"FIAT","Abarth",TRUE,7,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
"2_4","Abarth$$595$$2017$$Grey$$2_4$$212$$image_0.jpg",18,4,3,"FIAT","Abarth",TRUE,4,61,58.6,90.6,16.40402,0.651782281,0.86669877,4.718,1.073198009,228.619094,149,3657.6,1893,0.598384069,1.38,TRUE,-9.817
